LEN,LEX,SEN,SEX,PSM,SLV,CLS,NOP,RMR,TCS
False,False,False,False,0,0,16759.0,16759.0,4.0,Sat Nov 12 08:00:13 2022
False,False,False,False,0,0,16810.0,16810.0,4.0,Sat Nov 12 12:00:07 2022
False,False,False,False,0,0,16884.5,16884.5,4.0,Sat Nov 12 16:00:08 2022
False,False,False,False,0,0,16844.0,16844.0,4.0,Sat Nov 12 20:00:07 2022
False,False,False,False,0,0,16773.0,16773.0,4.0,Sun Nov 13 00:00:06 2022
False,False,False,False,0,0,16870.0,16870.0,4.0,Sun Nov 13 04:00:06 2022
False,False,False,False,0,0,16726.5,16726.5,4.0,Sun Nov 13 08:00:06 2022
False,False,False,False,0,0,16619.0,16619.0,4.0,Sun Nov 13 12:00:06 2022
False,False,False,False,0,0,16537.0,16537.0,4.0,Sun Nov 13 16:00:07 2022
False,False,False,False,0,0,16524.5,16524.5,4.0,Sun Nov 13 20:00:08 2022
False,False,False,False,0,0,16300.5,16300.5,4.0,Mon Nov 14 00:00:06 2022
False,True,True,False,1.10508333626343,16682.683805,16098.5,16098.5,4.0,Mon Nov 14 04:00:06 2022
False,False,False,False,0,0,16769.0,16769.0,4.0,Mon Nov 14 08:00:07 2022
False,False,False,False,0,0,16698.0,16698.0,4.0,Mon Nov 14 12:00:06 2022
False,False,False,False,0,0,16558.5,16558.5,4.0,Mon Nov 14 16:00:06 2022
False,False,False,False,0,0,16217.5,16217.5,4.0,Mon Nov 14 20:00:11 2022
False,False,False,False,0,0,16575.5,16575.5,4.0,Tue Nov 15 00:00:07 2022
False,False,False,False,0,0,16767.5,16767.5,4.0,Tue Nov 15 04:00:06 2022
False,False,False,False,0,0,16805.5,16805.5,4.0,Tue Nov 15 08:00:08 2022
False,False,False,False,0,0,16758.5,16758.5,4.0,Tue Nov 15 12:00:06 2022
False,False,False,False,0,0,16950.5,16950.5,4.0,Tue Nov 15 16:00:07 2022
